Name,Latitude,Longitude,Classification
Pog,53.34738238609485,-6.259838833315714,Cafe
Jaffa on the Quay,53.347414,-6.253182,Cafe
Seven Wonders,53.348313479291456,-6.243677063060392,Cafe
Insomnia,53.348602,-6.230049,Cafe
Mish.Mash,53.350001225306684,-6.269329914423047,Cafe
Rooftop Terrace @Debenhams,53.34922447178414,-6.263947560645157,Cafe
Butlers Chocolate Café,53.34886850377452,-6.2657378065845775,Cafe
Kay's Kitchen,53.348081770644036,-6.2663058185988785,Cafe
Quigleys Cafe,53.349688788003995,-6.26467270517169,Cafe
Reflection Cafe Brasserie,53.34976699507119,-6.263566039900347,Cafe
Brambles,53.34812548989584,-6.2663239790559375,Cafe
Butlers Chocolate Café,53.349756567816506,-6.260579092384655,Cafe
Soma,53.349869999999996,-6.260066,Cafe
Cafe Aroma,53.348290565195505,-6.261863708496094,Cafe
Cafe Aroma,53.349306259324344,-6.261066473124568,Cafe
Bia Cafe,53.34963354362547,-6.2600533416539275,Cafe
In Cahoots,53.351653000000006,-6.2635058300000015,Cafe
Marlborough Cafe,53.349973513959064,-6.257957246483604,Cafe
LikeaCoffee,53.34727842,-6.26022198,Cafe
Brasilia,53.35002304503615,-6.2561006470417615,Cafe
Art Cafe Dublin,53.34996219539401,-6.253660014184012,Cafe
Frank and Honest Gourmet Coffee Company,53.350756000000004,-6.254142,Cafe
"Laine, my love",53.35131966547471,-6.251252660133113,Cafe
Insomnia,53.351114,-6.252776,Cafe
Cowtown Cafe,53.352382455326214,-6.284045176054008,Cafe
East Road Neighbourhood Cafe,53.352608,-6.232174,Cafe
Java Bay,53.35320353507996,-6.285312,Cafe
Jays,53.354315,-6.271774,Cafe
The Silk Road Cafe,53.35483923637581,-6.270527130942737,Cafe
Lovin Spoon,53.35567270157358,-6.264771323705586,Cafe
Old Music Shop,53.3548772681966,-6.263787233401223,Cafe
Candy Café,53.354725837904084,-6.263639674608003,Cafe
One Society,53.354040000000005,-6.2565665,Cafe
Brazilia Café,53.352858254964325,-6.247003780429986,Cafe
Sweet Spot,53.3555,-6.2342143,Cafe
Raluca's,53.357805000000006,-6.287571989604633,Cafe
Clement & Pekoe,53.356813,-6.26768,Cafe
Canajun,53.35802459716797,-6.269218444824219,Cafe
Industrial Cafe,53.358180000000004,-6.2692003,Cafe
Cloud Cafe,53.357153000000004,-6.243322,Cafe
Cozy Cafe,53.35709490352265,-6.243091983089918,Cafe
