Name,Latitude,Longitude,Classification
Cattolica Life Limited,53.34994829999999,-6.247355799999999,Company
Colt Technology Services Limited,53.3538223,-6.2288403,Company
Riot Games,53.34623269999999,-6.2453093,Company
Tata Consultancy Services,53.3325955,-6.2527021,Company
Mcap Europe,53.33777139999999,-6.2556682,Company
Ferro FinCo Ireland Limited,53.3324717,-6.2619526,Company
Data Clarity Emea,53.3235099,-6.2589308,Company
MUFG Fund Services (Ireland) Limited,53.3351708,-6.2565161,Company
Minds and Machines,53.3427151,-6.2574859,Company
Squarespace,53.34135389999999,-6.2677647,Company
Veolia Industries Global Solutions (VIGS Ireland),53.345419,-6.234947600000001,Company
Blackrock,53.3299776,-6.2284554,Company
Groupon International,53.3326375,-6.2471223,Company
Sidetrade Ireland,53.3378498,-6.241795199999999,Company
Ava Capital Markets Limited,53.35492619999999,-6.246699899999999,Company
Walkers Global,53.3462687,-6.243887099999999,Company
Walkers Global,53.3462687,-6.243887099999999,Company
Aersale Incorporated,53.3324717,-6.2619526,Company
Mapflow / Lexisnexis Risk Solutions,53.33584399999999,-6.263058099999999,Company
Storyful Limited,53.3347297,-6.2463791,Company
Hubspot Ireland Limited,53.34836379999999,-6.2413672,Company
Moneycorp Limited,53.3369232,-6.2530833,Company
Horizon Pharma,53.332691,-6.2473347,Company
Mallinckrodt,53.3431303,-6.254563399999999,Company
Nuodb Ireland,53.3389646,-6.251744299999999,Company
Total Defense,53.330495,-6.2281271,Company
Zurich Incorporated Company Ireland,53.329437,-6.229419,Company
Blackstone Group LP,53.3365234,-6.244983299999999,Company
Fcstone Commodity Services (Europe) Limited,53.3445799,-6.2283474,Company
Fcstone Commodity Services (Europe) Limited,53.344603,-6.2284916,Company
HCL Technologies,53.352993,-6.259181,Company
Etsy Ireland,53.34676169999999,-6.2670302,Company
Caceis Investor Services (Ireland),53.3482193,-6.2467728,Company
LinkedIn Ireland,53.3342874,-6.2495107,Company
Adroll Ireland,53.3321792,-6.2457596,Company
Aercap Aviation Solutions,53.3359921,-6.257575699999999,Company
Apollo Aviation Management Limited,53.3330123,-6.247243699999999,Company
Apollo Aviation Management Limited,53.3326375,-6.2471223,Company
Acumen Aviation LLP,53.34545110000001,-6.2334333,Company
Surveymonkey.Com,53.3319686,-6.2295721,Company
Lgt Bank (Ireland) Limited,53.3332495,-6.2583743,Company
Workday,53.3479278,-6.275035,Company
International Data Group,53.347005,-6.265130999999999,Company
Dechert LLC,53.3502065,-6.2463536,Company
Scotiabank (Ireland) Limited,53.3483908,-6.2504651,Company
Depfa Bank PLC,53.3458585,-6.2507611,Company
BNP Paribas Fund Services Dublin Limited,53.3417971,-6.253534,Company
Regeneron Pharmaceuticals Incorporated Dublin,53.3336834,-6.2631431,Company
New Relic International Ltd.,53.341069,-6.267545399999999,Company
JP Morgan Merchant Services,53.3448058,-6.2315043,Company
Harland Financial Solutions,53.330495,-6.2281271,Company
Intellectual Ventures,53.3324717,-6.2619526,Company
Apleona HSG Facility Management,53.33286099999999,-6.2354116,Company
Primeur Dublin,53.34351299999999,-6.2837019,Company
Twitter International,53.3417468,-6.2494858,Company
AON Centre For Innovation and Analytics,53.3523922,-6.2542065,Company
AON Centre For Innovation and Analytics,53.3523922,-6.2542065,Company
Zynga Incorporated,53.3314552,-6.2314756,Company
Zynga Incorporated,53.3314552,-6.2314756,Company
Eea Fund Management,53.3337391,-6.2524795,Company
CDB Aviation,53.3471706,-6.2528007,Company
Hudson's Bay Company Dublin,53.3330289,-6.2312037,Company
Equifax Ireland,53.3453895,-6.2357621,Company
CarGurus Ireland Limited,53.3341739,-6.2624102,Company
Morgan Stanley Fund Services (Ireland) Limited,53.34638400000001,-6.245102,Company
Morgan Stanley Fund Services (Ireland) Limited,53.3464185,-6.245038999999999,Company
Prudential International Assurance PLC,53.33305559999999,-6.2599646,Company
Infocare Health Systems,53.342189,-6.283792,Company
Infocare Health Systems,53.34351299999999,-6.2837019,Company
Pond5 Media Ireland Limited,53.3476006,-6.2333678,Company
Pond5 Media Ireland Limited,53.3326049,-6.261597399999999,Company
Sankaty Advisors,53.33514599999999,-6.2504329,Company
Bloomberg Polarlake,53.3329287,-6.2622152,Company
Aztec Exchange Limited T/a aztec Money,53.3456395,-6.2714486,Company
Neomed,53.3370782,-6.250435599999999,Company
Stepstone (Swiss Capital Invest Holding (Dublin) Limited),53.3330537,-6.2531123,Company
Takeda Global Supply Chain,53.3362394,-6.2471773,Company
Dubai Aerospace Enterprise,53.345093,-6.2357517,Company
ZIV Automation Ireland,53.34404199999999,-6.264859899999999,Company
Smartbox Group Limited,53.3516699,-6.2515727,Company
Everest Reinsurance Company Ireland Limited,53.3386927,-6.2551991,Company
Pinger Incorporated,53.332558,-6.2526934,Company
Hudson Advisors Europe Limited,53.3340276,-6.2535523,Company
International Lease Finance Corporation,53.3478321,-6.241581800000001,Company
Axway,53.3354118,-6.2431966,Company
Snp,53.32940139999999,-6.230519999999999,Company
Oasis Group (Ireland) Limited,53.3304547,-6.2589079,Company
Ironshore,53.33228949999999,-6.2306548,Company
Indeed Ireland Operations,53.3392397,-6.261826,Company
Amanie Advisors (Ireland) Ltd,53.3243289,-6.2413967,Company
Amanie Advisors (Ireland) Ltd,53.3557954,-6.2954247,Company
Emaint EMEA Ltd (Fluke Corp),53.3491534,-6.2734404,Company
Stripe,53.3399847,-6.2430786,Company
Youniversal Media Dublin,53.3362868,-6.252928199999999,Company
Pivotal Software International,53.349137,-6.247751,Company
Quintillion Holding Co. Limited,53.3468871,-6.249479699999999,Company
PTC Therapeutics International Limited,53.3392257,-6.2387811,Company
Dita Eyewear Europe Ltd.,53.336971,-6.273718,Company
Innovative Interfaces Global,53.34681560000001,-6.2535396,Company
Utexam Logistics Limited,53.34961819999999,-6.246677399999999,Company
Pearl Street Enterprises,53.3502361,-6.260068599999999,Company
Luz Ireland,53.333983,-6.2497262,Company
Twilio Ireland,53.3326049,-6.261597399999999,Company
Slack Technologies Limited,53.333733,-6.2617291,Company
Simply Zesty,53.3425769,-6.2366343,Company
Tripadvisor Ireland,53.34552,-6.235659,Company
Future Finance Corporation,53.3458334,-6.245249299999999,Company
Greenval Insurance DAC,53.3437935,-6.254571599999999,Company
Greenval Insurance DAC,53.3417971,-6.253534,Company
ENEL X Enernoc Ireland,53.34226,-6.243861600000001,Company
Koooma Limited,53.3482438,-6.256214399999999,Company
Brown Bag Films,53.3478304,-6.2793584,Company
Openjaw Technologies,53.34620899999999,-6.2683439,Company
Zalando Se | Ireland,53.3426657,-6.2389356,Company
Tc Aviation Capital Ireland Limited,53.34545110000001,-6.2334333,Company
Fidelity International Limited,53.3458884,-6.252504099999999,Company
Brandes Investment Partners Europe Limited,53.33724849999999,-6.2497941,Company
Free Now,53.3377496,-6.2461394,Company
Memjet,53.3379603,-6.2495984,Company
Telnyx Ireland,53.34465789999999,-6.2492652,Company
Adara,53.3374937,-6.2732776,Company
Synchronoss Software Ireland Limited,53.3444669,-6.2502359,Company
Lazard Asset Mangament,53.33696519999999,-6.260999699999999,Company
SAS Institute EMEA,53.34957619999999,-6.2502604,Company
PicMonkey Ireland Limited,53.3434415,-6.283721799999999,Company
