Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Dublin 1,53.346592,-6.265288,Sin É,53.34598021317603,-6.269486515536383,Pub
Dublin 1,53.346592,-6.265288,Ha'penny Bridge Inn,53.345988624564775,-6.26337126712572,Pub
Dublin 1,53.346592,-6.265288,Gin Palace,53.34771759205576,-6.263517673483029,Pub
Dublin 1,53.346592,-6.265288,Foggy Dew,53.344387,-6.2634788,Pub
Dublin 1,53.346592,-6.265288,Slattery's Bar,53.348284160625184,-6.2689125537872314,Pub
Dublin 1,53.346592,-6.265288,The Bank,53.34424881065087,-6.2615214830544685,Pub
Dublin 1,53.346592,-6.265288,The Oak,53.344160595990395,-6.266992669211328,Pub
Dublin 1,53.346592,-6.265288,Vat House,53.34471754591806,-6.261930163617258,Pub
Dublin 1,53.346592,-6.265288,The Mezz,53.34475142353663,-6.264793402801938,Pub
Dublin 1,53.346592,-6.265288,Fitzsimons Bar,53.34551334805881,-6.265076473814731,Pub
Dublin 1,53.346592,-6.265288,The Dame Tavern,53.34378542051577,-6.263822810964331,Pub
Dublin 1,53.346592,-6.265288,The Grand Social,53.346895591445865,-6.263623464515443,Pub
Dublin 1,53.346592,-6.265288,Mulligan And Haines,53.34418697709725,-6.26345408760474,Pub
Dublin 1,53.346592,-6.265288,Buskers Bar,53.34580588936515,-6.260425087398235,Pub
Dublin 1,53.346592,-6.265288,The Bankers,53.34401542711867,-6.262354673056751,Pub
Dublin 1,53.346592,-6.265288,The Trinity,53.344267060030184,-6.263581042038247,Pub
Dublin 1,53.346592,-6.265288,The Globe,53.34335620285779,-6.264457151263386,Pub
Dublin 1,53.346592,-6.265288,The Lotts,53.34730494280805,-6.263228467493151,Pub
Dublin 1,53.346592,-6.265288,Crowbar,53.345013835794525,-6.264286175789184,Bar
